dataset,figure,figure_id,model,solution,source_id,source_kind,source_locator,source_sha256,value,value_note,x
MC,fig11_speedup_matg,fig11_speedup_matg,TGN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/MC/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.9176,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
RT,fig11_speedup_matg,fig11_speedup_matg,TGN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/RT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.0454,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
LM,fig11_speedup_matg,fig11_speedup_matg,TGN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/LM/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.2966,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WT,fig11_speedup_matg,fig11_speedup_matg,TGN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/WT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.1962,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
GT,fig11_speedup_matg,fig11_speedup_matg,TGN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/GT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.1458,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WK,fig11_speedup_matg,fig11_speedup_matg,TGAT,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/WK/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.8491,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
MC,fig11_speedup_matg,fig11_speedup_matg,TGAT,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/MC/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.7989,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
RT,fig11_speedup_matg,fig11_speedup_matg,TGAT,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/RT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.8993,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
LM,fig11_speedup_matg,fig11_speedup_matg,TGAT,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/LM/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.1458,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WT,fig11_speedup_matg,fig11_speedup_matg,TGAT,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/WT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.9495,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
GT,fig11_speedup_matg,fig11_speedup_matg,TGAT,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/GT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.9952,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WK,fig11_speedup_matg,fig11_speedup_matg,APAN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/WK/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.9952,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
MC,fig11_speedup_matg,fig11_speedup_matg,APAN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/MC/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,1.9495,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
RT,fig11_speedup_matg,fig11_speedup_matg,APAN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/RT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.0773,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
LM,fig11_speedup_matg,fig11_speedup_matg,APAN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/LM/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.3468,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WT,fig11_speedup_matg,fig11_speedup_matg,APAN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/WT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.2464,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
GT,fig11_speedup_matg,fig11_speedup_matg,APAN,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/GT/RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.1962,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
AVG,fig11_speedup_matg,fig11_speedup_matg,AVG,RTGA,vector_fig11,vector_geometry_digitization,Fig.11 AVG bar:RTGA,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,2.0591,"Digitized from the explicit AVG bar, not recomputed from rounded point values.",
WK,fig11_speedup_matg,fig11_speedup_matg,JODIE,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:JODIE/WK/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,7.8392,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
MC,fig11_speedup_matg,fig11_speedup_matg,JODIE,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:JODIE/MC/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,7.41,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
RT,fig11_speedup_matg,fig11_speedup_matg,JODIE,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:JODIE/RT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,8.0902,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
LM,fig11_speedup_matg,fig11_speedup_matg,JODIE,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:JODIE/LM/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,6.1408,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WT,fig11_speedup_matg,fig11_speedup_matg,JODIE,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:JODIE/WT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,8.6381,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
GT,fig11_speedup_matg,fig11_speedup_matg,JODIE,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:JODIE/GT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,10.2361,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WK,fig11_speedup_matg,fig11_speedup_matg,TGN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/WK/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,7.9076,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
MC,fig11_speedup_matg,fig11_speedup_matg,TGN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/MC/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,7.5425,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
RT,fig11_speedup_matg,fig11_speedup_matg,TGN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/RT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,8.241,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
LM,fig11_speedup_matg,fig11_speedup_matg,TGN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/LM/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,6.3417,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WT,fig11_speedup_matg,fig11_speedup_matg,TGN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/WT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,8.9395,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
GT,fig11_speedup_matg,fig11_speedup_matg,TGN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGN/GT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,10.6379,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WK,fig11_speedup_matg,fig11_speedup_matg,TGAT,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/WK/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,6.2412,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
MC,fig11_speedup_matg,fig11_speedup_matg,TGAT,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/MC/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,5.9445,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
RT,fig11_speedup_matg,fig11_speedup_matg,TGAT,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/RT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,6.4421,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
LM,fig11_speedup_matg,fig11_speedup_matg,TGAT,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/LM/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,5.1455,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WT,fig11_speedup_matg,fig11_speedup_matg,TGAT,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/WT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,6.8392,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
GT,fig11_speedup_matg,fig11_speedup_matg,TGAT,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:TGAT/GT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,7.5425,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WK,fig11_speedup_matg,fig11_speedup_matg,APAN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/WK/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,8.1406,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
MC,fig11_speedup_matg,fig11_speedup_matg,APAN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/MC/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,7.7387,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
RT,fig11_speedup_matg,fig11_speedup_matg,APAN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/RT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,8.4373,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
LM,fig11_speedup_matg,fig11_speedup_matg,APAN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/LM/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,6.5425,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
WT,fig11_speedup_matg,fig11_speedup_matg,APAN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/WT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,9.1403,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
GT,fig11_speedup_matg,fig11_speedup_matg,APAN,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 bar:APAN/GT/TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,10.8342,Digitized from vector bar geometry; expected uncertainty is about +/-0.02 normalized unit.,
AVG,fig11_speedup_matg,fig11_speedup_matg,AVG,TempGNN,vector_fig11,vector_geometry_digitization,Fig.11 AVG bar:TempGNN,e2f655b815ea93b42fd8b4d07a3338108b05d526538a508a06911ee8a44f9699,7.7889,"Digitized from the explicit AVG bar, not recomputed from rounded point values.",
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WK/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,160.472,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/MC/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,150.236,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/RT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,170.788,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/LM/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,190.474,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,185.432,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/GT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,216.615,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WK/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,165.51,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/MC/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,155.196,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/RT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,175.826,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/LM/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,195.512,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,190.395,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/GT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,221.577,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WK/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,115.511,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/MC/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,110.236,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/RT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,120.787,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/LM/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,140.551,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,135.432,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/GT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,150.393,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WK/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,162.519,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/MC/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,152.204,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/RT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,172.834,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/LM/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,192.52,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,187.4,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/GT/TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,218.583,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
AVG,fig12_energy_tempgnn,fig12_energy_tempgnn,AVG,TGLite-CPU,vector_fig12,vector_geometry_digitization,Fig.12 AVG bar:TGLite-CPU,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,168.186,"Digitized from the explicit AVG bar, not recomputed from rounded point values.",
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WK/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,30.475,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/MC/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,28.505,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/RT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,32.522,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/LM/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,39.528,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/WT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,37.481,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,JODIE,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:JODIE/GT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,49.472,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WK/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,31.971,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/MC/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,30.0,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/RT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,34.017,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/LM/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,42.165,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/WT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,38.977,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGN/GT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,52.627,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WK/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,21.499,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/MC/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,20.239,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/RT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,23.073,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
LM,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/LM/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,28.505,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/WT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,26.537,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
GT,fig12_energy_tempgnn,fig12_energy_tempgnn,TGAT,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:TGAT/GT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,31.97,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
WK,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/WK/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,31.183,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
MC,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/MC/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,29.213,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
RT,fig12_energy_tempgnn,fig12_energy_tempgnn,APAN,Cascade,vector_fig12,vector_geometry_digitization,Fig.12 bar:APAN/RT/Cascade,03631bb354c124578afb69b94bca09c584300e28db6692d3f08578ea1bbc7051,33.23,Digitized from the vector bar geometry using the plotted broken-axis calibration.,
